date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph)
2017-08-10,53.6,82.0,47.9,30.0,2.6,4.3,275.0,1.3,67.6,45.2,96.0,50.0,30.117,29.881,15.0
2017-08-11,56.0,72.0,45.9,30.0,1.8,3.2,277.0,1.3,71.1,41.3,96.0,40.0,30.132,29.818,11.5
2017-08-12,60.4,53.0,40.9,29.8,5.2,7.7,271.0,1.3,73.5,44.6,90.0,26.0,29.891,29.644,19.6
2017-08-13,59.5,57.0,42.5,29.7,3.9,6.1,273.0,1.31,75.8,46.1,86.0,24.0,29.816,29.644,18.4
2017-08-14,60.5,55.0,42.3,29.6,3.4,5.4,273.0,1.34,78.5,46.8,87.0,22.0,29.77,29.538,15.0
2017-08-15,60.2,56.0,42.1,29.6,3.7,5.8,271.0,1.38,74.9,45.2,92.0,19.0,29.694,29.511,16.1
2017-08-16,55.9,61.0,42.2,29.8,2.8,4.6,275.0,1.45,64.3,44.2,86.0,41.0,29.967,29.581,12.7
2017-08-17,57.9,54.0,36.5,29.9,2.7,4.6,273.0,1.45,78.1,38.2,93.0,18.0,30.054,29.795,16.1
2017-08-18,62.1,47.0,38.7,29.8,1.7,3.1,274.0,1.45,80.5,42.3,76.0,15.0,29.963,29.751,11.5
2017-08-19,64.9,40.0,32.5,29.7,2.9,4.8,275.0,1.45,86.5,41.8,82.0,7.0,29.9,29.646,16.1
2017-08-20,63.3,39.0,36.6,29.7,2.3,3.8,270.0,1.5,79.0,50.1,67.0,17.0,29.855,29.619,15.0
2017-08-21,59.4,55.0,40.8,29.9,2.2,3.5,270.0,1.5,80.5,42.5,83.0,19.0,29.977,29.722,13.8
2017-08-22,58.2,66.0,45.8,30.0,2.2,3.8,276.0,1.51,73.9,40.9,94.0,38.0,30.094,29.862,12.7
2017-08-23,61.1,50.0,40.4,29.8,2.7,4.3,272.0,1.51,78.3,48.5,75.0,17.0,29.921,29.762,15.0
2017-08-24,57.6,56.0,40.3,29.8,1.6,2.9,274.0,1.52,77.6,41.9,87.0,19.0,29.929,29.664,13.8
2017-08-25,60.2,47.0,37.2,29.8,2.3,3.9,275.0,1.52,78.1,41.3,78.0,20.0,29.881,29.717,16.1
2017-08-26,63.9,40.0,33.4,29.9,2.1,3.6,276.0,1.52,84.5,42.5,76.0,13.0,30.045,29.791,23.0
2017-08-27,61.2,44.0,36.9,30.0,1.9,3.5,277.0,1.52,77.2,43.5,69.0,22.0,30.074,29.839,15.0
2017-08-28,60.8,50.0,37.8,29.9,1.7,3.2,276.0,1.52,82.6,40.3,88.0,15.0,30.076,29.846,10.4
2017-08-29,58.9,51.0,38.1,29.9,2.0,3.2,272.0,1.66,81.6,41.1,81.0,17.0,30.066,29.822,19.6
2017-08-30,59.7,52.0,39.6,29.9,1.7,2.8,273.0,1.66,77.9,42.1,81.0,20.0,30.015,29.781,18.4
2017-08-31,58.4,64.0,44.3,29.8,2.6,4.0,272.0,2.01,78.3,44.5,88.0,22.0,29.976,29.733,15.0
2017-09-01,61.9,52.0,40.8,29.9,3.0,4.9,272.0,0.01,78.1,47.3,92.0,20.0,29.943,29.754,16.1
2017-09-02,60.7,51.0,38.9,30.0,1.3,2.6,261.0,0.01,79.2,40.3,88.0,21.0,30.114,29.896,10.4
2017-09-03,65.4,40.0,33.1,29.9,1.8,3.2,267.0,0.01,88.6,42.9,81.0,10.0,30.051,29.82,13.8
2017-09-04,60.3,43.0,34.2,29.9,2.8,4.8,276.0,0.01,85.9,41.5,68.0,8.0,30.096,29.792,16.1
2017-09-05,53.3,60.0,39.3,30.1,2.7,4.7,278.0,0.01,64.7,41.3,82.0,40.0,30.194,29.915,10.4
2017-09-06,53.9,60.0,37.6,30.0,1.6,3.0,272.0,0.01,72.8,34.1,94.0,27.0,30.21,29.871,10.4
2017-09-07,56.9,50.0,34.4,29.9,1.7,3.2,275.0,0.01,76.1,37.6,89.0,18.0,30.018,29.768,11.5
2017-09-08,56.7,55.0,37.6,29.9,2.8,4.5,269.0,0.03,77.6,39.1,80.0,19.0,30.024,29.791,17.3
2017-09-09,59.1,57.0,41.2,29.9,2.9,4.5,262.0,0.07,82.0,43.6,88.0,18.0,30.007,29.791,18.4
2017-09-10,58.3,60.0,42.6,30.0,2.3,3.7,275.0,0.08,78.6,44.3,84.0,20.0,30.051,29.83,12.7
2017-09-11,58.7,64.0,44.7,30.0,1.2,2.3,273.0,0.09,77.6,46.2,89.0,26.0,30.116,29.895,9.2
2017-09-12,62.0,49.0,38.0,29.8,1.8,3.2,274.0,0.09,81.1,41.6,91.0,15.0,30.019,29.606,11.5
2017-09-13,63.6,38.0,35.7,29.6,4.0,6.4,273.0,0.09,79.6,51.1,62.0,17.0,29.681,29.474,17.3
2017-09-14,59.9,46.0,37.2,29.6,3.7,5.6,268.0,0.1,75.4,47.6,68.0,20.0,29.693,29.445,18.4
2017-09-15,59.3,34.0,29.3,29.5,8.1,12.1,272.0,0.12,71.5,48.0,72.0,15.0,29.728,29.388,23.0
2017-09-16,51.8,51.0,31.3,29.8,6.6,9.6,272.0,0.13,64.2,39.2,86.0,15.0,30.044,29.576,25.3
2017-09-17,48.1,67.0,35.6,29.9,2.4,3.9,277.0,0.13,68.3,30.9,92.0,20.0,30.168,29.811,18.4
2017-09-18,53.3,49.0,29.0,29.8,4.0,5.9,272.0,0.13,72.0,33.2,90.0,15.0,30.042,29.489,19.6
2017-09-19,62.5,19.0,18.3,29.4,8.9,13.0,272.0,0.13,72.1,53.5,41.0,11.0,29.498,29.217,26.5
2017-09-20,55.4,39.0,29.3,29.6,6.6,9.6,273.0,0.13,72.5,39.9,61.0,17.0,29.712,29.423,21.9
2017-09-21,58.3,30.0,20.9,29.5,4.9,7.5,273.0,0.13,78.6,35.0,68.0,10.0,29.658,29.284,20.7
2017-09-22,51.8,45.0,28.8,29.5,2.8,4.8,277.0,0.13,71.6,33.5,74.0,18.0,29.744,29.376,29.9
2017-09-23,43.7,78.0,36.8,29.7,2.2,3.8,277.0,0.36,58.9,35.8,92.0,47.0,29.875,29.591,16.1
2017-09-24,39.5,90.0,36.7,29.9,1.6,3.1,275.0,0.69,45.1,33.8,93.0,76.0,30.006,29.722,10.4
2017-09-25,38.7,79.0,32.3,30.0,1.6,3.0,275.0,0.69,51.1,28.8,93.0,55.0,30.126,29.902,11.5
2017-09-26,42.6,72.0,33.8,30.1,1.7,3.2,275.0,0.69,53.5,31.3,92.0,47.0,30.167,29.987,10.4
2017-09-27,43.7,83.0,39.0,30.2,1.0,2.1,275.0,0.69,47.0,42.1,90.0,77.0,30.215,30.066,5.8
2017-09-28,43.2,88.0,39.9,30.2,1.1,2.2,275.0,0.87,47.3,40.6,93.0,76.0,30.221,30.108,5.8
2017-09-29,44.0,85.0,39.6,30.1,1.6,2.9,275.0,0.92,56.5,33.5,95.0,58.0,30.226,29.978,10.4
2017-09-30,48.3,61.0,33.2,29.9,4.8,7.4,256.0,0.92,62.9,35.2,94.0,22.0,30.029,29.626,19.6
2017-10-01,44.5,70.0,35.0,29.6,4.5,7.2,235.0,0.25,58.0,38.3,87.0,37.0,29.739,29.443,16.1
2017-10-02,34.9,84.0,30.4,29.8,2.2,3.7,267.0,0.54,38.8,31.8,93.0,63.0,29.96,29.643,12.7
2017-10-03,37.1,79.0,31.2,30.2,1.9,3.2,266.0,0.59,44.1,27.2,89.0,68.0,30.344,29.96,9.2
2017-10-04,46.5,74.0,37.5,30.1,1.4,2.5,262.0,0.6,65.6,29.1,93.0,43.0,30.384,29.934,11.5
2017-10-05,45.7,70.0,35.1,30.0,1.3,2.5,271.0,0.6,61.6,33.1,94.0,36.0,30.159,29.874,8.1
2017-10-06,41.7,55.0,23.4,29.9,7.9,12.1,260.0,0.6,54.7,28.1,93.0,22.0,29.991,29.641,32.2
2017-10-07,53.7,28.0,19.5,29.6,13.5,19.2,268.0,0.6,68.6,42.3,46.0,13.0,29.795,29.441,28.8
2017-10-08,51.6,37.0,20.6,29.5,6.7,10.2,267.0,0.67,67.3,30.9,93.0,13.0,29.783,29.241,20.7
2017-10-09,27.1,90.0,24.6,30.2,2.5,4.3,274.0,0.88,32.1,20.5,93.0,86.0,30.491,29.77,11.5
2017-10-10,30.9,77.0,23.6,30.4,0.4,1.0,274.0,0.91,52.0,12.8,90.0,40.0,30.584,30.163,5.8
2017-10-11,54.7,20.0,10.1,29.8,7.2,10.6,252.0,0.91,67.6,26.3,91.0,8.0,30.183,29.61,19.6
2017-10-12,53.4,32.0,21.0,29.7,6.0,9.0,219.0,0.91,67.4,37.2,66.0,13.0,29.893,29.564,26.5
2017-10-13,42.6,57.0,23.2,29.9,4.4,6.4,28.0,0.91,62.3,25.6,88.0,11.0,30.141,29.834,27.6
2017-10-14,38.9,36.0,10.9,30.0,7.9,12.5,71.0,0.91,48.2,28.1,87.0,18.0,30.276,29.614,27.6
2017-10-15,45.9,24.0,8.2,30.3,6.3,9.5,62.0,0.91,62.1,29.5,58.0,12.0,30.389,30.136,19.6
2017-10-16,50.4,19.0,3.0,30.1,4.6,7.2,54.0,0.91,71.3,28.5,58.0,4.0,30.312,29.894,18.4
2017-10-17,55.4,14.0,5.0,29.9,6.3,9.3,67.0,0.91,69.6,37.5,28.0,8.0,30.136,29.771,17.3
2017-10-18,52.9,18.0,7.4,29.9,4.6,6.7,60.0,0.91,68.8,31.8,49.0,7.0,30.044,29.754,16.1
2017-10-19,46.0,39.0,18.4,29.9,1.9,3.0,77.0,0.91,72.5,24.7,66.0,12.0,30.175,29.621,16.1
2017-10-20,55.7,31.0,24.2,29.4,7.8,11.5,68.0,0.91,66.1,40.9,49.0,16.0,29.641,29.198,25.3
2017-10-21,36.7,31.0,8.2,29.8,11.4,17.3,270.0,0.91,47.9,29.1,69.0,19.0,30.144,29.291,26.5
2017-10-22,47.4,30.0,16.8,30.0,17.3,24.4,333.0,0.91,58.9,37.6,41.0,15.0,30.164,29.859,34.5
2017-10-23,45.3,45.0,23.9,30.1,10.0,15.7,325.0,0.91,55.7,29.1,76.0,24.0,30.468,29.781,36.8
2017-10-24,43.6,42.0,16.0,30.4,4.5,7.2,15.0,0.91,64.0,20.5,83.0,15.0,30.627,30.109,20.7
2017-10-25,54.2,21.0,12.8,29.9,7.1,10.4,336.0,0.91,72.7,31.9,46.0,7.0,30.214,29.475,24.2
2017-10-26,38.7,55.0,18.5,29.9,5.3,8.4,14.0,0.94,54.2,23.8,88.0,16.0,30.277,29.438,21.9
2017-10-27,26.4,74.0,18.9,30.3,2.4,3.9,67.0,0.97,37.3,12.9,88.0,59.0,30.442,30.18,12.7
2017-10-28,44.1,48.0,25.0,30.0,6.1,9.7,308.0,0.98,56.5,30.4,71.0,32.0,30.184,29.841,20.7
2017-10-29,48.1,42.0,24.2,29.8,9.0,13.1,336.0,0.98,61.8,32.9,82.0,23.0,29.893,29.623,26.5
2017-10-30,25.4,82.0,20.6,30.1,2.0,3.7,64.0,0.98,32.9,22.4,88.0,71.0,30.27,29.869,8.1
2017-10-31,38.3,45.0,13.9,29.8,11.1,16.5,307.0,1.01,49.9,22.4,91.0,15.0,30.135,29.306,34.5
2017-11-01,50.4,26.0,17.0,29.3,19.9,29.3,259.0,0.0,59.3,44.6,31.0,20.0,29.411,29.24,39.1
2017-11-02,42.9,55.0,24.8,29.7,7.1,10.3,180.0,0.0,60.7,26.4,89.0,22.0,30.086,29.389,26.5
2017-11-03,49.7,33.0,19.5,29.8,11.2,15.7,241.0,0.0,60.1,26.0,91.0,17.0,29.925,29.558,23.0
2017-11-04,42.9,63.0,30.0,29.6,3.7,6.0,239.0,0.13,50.4,37.0,87.0,35.0,29.704,29.594,20.7
2017-11-05,35.5,86.0,31.6,29.8,3.2,4.8,34.0,0.34,48.5,29.7,94.0,46.0,29.936,29.704,11.5
2017-11-06,38.9,59.0,24.1,29.9,6.2,8.8,313.0,0.35,49.5,28.8,93.0,29.0,30.044,29.751,19.6
2017-11-07,26.5,86.0,23.0,30.3,0.9,1.6,55.0,0.59,32.1,15.2,90.0,78.0,30.382,30.044,6.9
2017-11-08,27.0,58.0,11.7,30.3,1.7,2.8,340.0,0.78,50.4,4.3,86.0,19.0,30.496,30.085,12.7
2017-11-09,31.5,54.0,14.1,30.1,3.6,5.5,25.0,0.78,52.8,14.1,81.0,11.0,30.307,29.846,17.3
2017-11-10,45.0,36.0,18.6,29.8,7.5,11.4,2.0,0.78,55.1,29.5,66.0,23.0,29.981,29.66,19.6
2017-11-11,39.7,41.0,16.4,29.9,6.6,10.3,7.0,0.78,49.5,27.3,70.0,25.0,30.221,29.711,25.3
2017-11-12,36.1,49.0,14.9,30.3,2.9,4.7,2.0,0.78,56.5,18.0,85.0,15.0,30.459,29.943,13.8
2017-11-13,47.0,32.0,17.0,30.0,5.3,7.9,19.0,0.78,59.8,32.8,58.0,18.0,30.19,29.819,18.4
2017-11-14,48.8,24.0,13.3,29.8,10.3,15.1,39.0,0.78,58.9,40.9,36.0,17.0,29.937,29.66,23.0
2017-11-15,39.9,37.0,14.3,30.0,6.5,9.9,38.0,0.78,53.5,24.4,72.0,14.0,30.206,29.82,21.9
2017-11-16,50.8,26.0,16.7,29.6,12.2,17.6,20.0,0.78,59.8,45.8,39.0,19.0,29.82,29.462,29.9
2017-11-17,41.9,56.0,26.3,29.5,6.3,9.7,357.0,0.82,51.1,26.1,82.0,31.0,29.88,29.274,21.9
2017-11-18,30.3,31.0,2.0,30.2,11.8,16.9,323.0,0.82,37.5,22.4,65.0,20.0,30.301,29.88,24.2
2017-11-19,40.0,17.0,-2.1,30.0,11.2,16.2,336.0,0.82,49.9,29.3,32.0,10.0,30.213,29.793,28.8
2017-11-20,45.0,14.0,-2.5,29.7,18.5,27.4,274.0,0.82,51.7,39.2,44.0,9.0,29.795,29.602,35.7
2017-11-21,38.3,66.0,27.1,30.1,6.8,10.6,223.0,0.83,46.2,30.6,86.0,36.0,30.258,29.78,20.7
2017-11-22,48.6,48.0,29.7,30.1,11.8,17.0,251.0,0.83,55.7,43.5,58.0,36.0,30.2,30.03,26.5
2017-11-23,51.6,37.0,25.0,29.9,9.5,14.0,292.0,0.83,59.9,45.5,57.0,21.0,30.1,29.6,25.3
2017-11-24,50.0,34.0,21.3,29.7,11.4,17.0,323.0,0.83,59.6,40.5,72.0,18.0,29.831,29.507,31.1
2017-11-25,48.0,27.0,13.7,30.0,9.5,14.0,352.0,0.83,56.0,42.5,44.0,12.0,30.076,29.807,23.0
2017-11-26,52.5,24.0,16.3,29.9,6.3,9.3,16.0,0.83,63.5,42.2,43.0,15.0,30.074,29.681,20.7
2017-11-27,53.1,20.0,12.5,29.5,6.7,10.0,29.0,0.83,66.0,37.8,35.0,11.0,29.712,29.32,19.6
2017-11-28,30.2,78.0,23.7,30.1,2.0,3.5,59.0,0.83,41.1,19.5,89.0,31.0,30.374,29.552,11.5
2017-11-29,42.4,35.0,14.7,30.0,10.2,14.7,337.0,0.83,55.0,19.4,88.0,19.0,30.256,29.801,26.5
2017-11-30,38.2,39.0,11.7,30.1,6.7,9.9,16.0,0.83,52.6,15.9,80.0,18.0,30.321,29.81,25.3
2017-12-01,42.2,38.0,17.6,29.9,10.1,14.0,34.0,0.0,52.0,28.8,64.0,26.0,30.042,29.751,23.0
2017-12-02,44.2,36.0,16.9,29.9,8.4,12.3,30.0,0.0,55.1,26.1,72.0,21.0,30.068,29.729,23.0
2017-12-03,46.5,33.0,17.6,29.5,9.7,14.8,359.0,0.0,55.9,33.2,86.0,18.0,29.748,29.345,31.1
2017-12-04,25.5,40.0,4.2,29.9,8.3,12.5,292.0,0.0,33.5,20.3,86.0,26.0,30.239,29.418,25.3
2017-12-05,28.6,29.0,0.2,30.3,9.8,14.6,311.0,0.0,42.8,20.0,41.0,20.0,30.368,30.147,21.9
2017-12-06,21.4,36.0,-2.0,30.5,5.2,8.3,330.0,0.0,29.0,15.7,55.0,21.0,30.596,30.249,23.0
2017-12-07,25.6,34.0,1.0,30.4,5.6,8.9,291.0,0.0,36.2,14.6,41.0,25.0,30.589,30.226,18.4
2017-12-08,39.1,20.0,1.0,30.2,10.0,15.0,10.0,0.0,45.8,33.8,36.0,13.0,30.252,30.12,21.9
2017-12-09,41.9,13.0,-5.3,30.2,9.4,13.7,52.0,0.0,49.6,33.7,18.0,10.0,30.347,30.149,20.7
2017-12-10,41.1,13.0,-7.4,30.3,8.8,13.3,71.0,0.0,52.0,26.0,21.0,7.0,30.49,30.148,171.4
2017-12-11,43.7,15.0,-3.3,30.2,17.4,31.5,103.0,0.0,53.9,26.3,34.0,8.0,30.405,30.113,176.0
2017-12-12,44.2,24.0,7.3,30.2,17.3,33.7,82.0,0.0,59.5,23.5,42.0,13.0,30.398,29.827,159.9
2017-12-13,40.9,26.0,3.7,29.9,10.7,22.8,84.0,0.0,50.8,26.6,84.0,11.0,30.045,29.782,181.7
2017-12-14,26.0,57.0,10.7,30.2,0.1,0.5,79.0,0.1,34.0,15.6,86.0,24.0,30.416,30.022,35.7
2017-12-15,41.0,18.0,0.4,29.9,12.4,24.2,78.0,0.1,48.9,30.3,27.0,13.0,30.173,29.697,135.7
2017-12-16,36.1,31.0,4.1,29.7,0.0,0.0,83.0,0.1,43.5,24.5,79.0,10.0,29.897,29.617,0.0
2017-12-17,31.4,50.0,11.6,29.9,2.4,7.2,78.0,0.1,41.8,20.6,84.0,22.0,30.084,29.817,51.8
2017-12-18,39.3,35.0,13.6,29.9,3.8,11.3,80.0,0.1,45.1,32.7,42.0,25.0,29.947,29.836,55.2
2017-12-19,41.1,32.0,13.0,29.9,0.0,0.0,85.0,0.1,51.4,29.4,52.0,20.0,30.031,29.765,0.0
2017-12-20,42.4,25.0,8.6,29.6,2.7,8.4,77.0,0.1,51.6,26.4,50.0,16.0,29.826,29.468,81.7
2017-12-21,15.3,75.0,8.7,30.0,0.1,0.2,77.0,0.11,32.2,1.7,83.0,44.0,30.339,29.542,24.2
2017-12-22,22.3,54.0,6.6,30.2,0.3,1.5,77.0,0.11,32.2,1.7,85.0,32.0,30.419,29.906,50.6
2017-12-23,25.7,67.0,15.8,29.9,0.0,0.1,86.0,0.11,31.3,7.4,88.0,40.0,30.238,29.778,12.7
2017-12-24,23.6,30.0,-4.7,30.1,0.0,0.0,76.0,0.11,30.4,6.0,76.0,15.0,30.334,29.996,1.2
2017-12-25,30.6,61.0,18.5,29.9,0.0,0.0,74.0,0.11,35.9,27.5,81.0,40.0,29.996,29.817,0.0
2017-12-26,32.7,40.0,9.8,30.0,0.0,0.0,73.0,0.11,39.2,26.6,81.0,23.0,30.171,29.897,0.0
2017-12-27,35.5,28.0,5.5,30.0,0.0,0.0,73.0,0.11,39.3,30.9,39.0,22.0,30.148,29.966,0.0
2017-12-28,40.0,20.0,2.3,30.0,0.0,0.0,73.0,0.11,44.3,36.0,28.0,16.0,30.08,29.803,0.0
2017-12-29,45.5,16.0,2.0,29.8,0.0,0.0,73.0,0.11,53.3,39.2,22.0,11.0,29.885,29.694,0.0
2017-12-30,43.9,20.0,-0.2,29.7,0.0,0.0,73.0,0.11,54.5,19.1,72.0,7.0,30.032,29.536,0.0
2017-12-31,20.7,63.0,9.2,30.2,0.0,0.0,74.0,0.11,35.6,12.4,79.0,15.0,30.459,30.016,0.0
2018-01-01,34.6,25.0,0.3,30.2,0.0,0.0,73.0,0.0,44.1,22.5,48.0,13.0,30.292,30.069,0.0
2018-01-02,29.7,24.0,-8.5,30.3,0.0,0.0,73.0,0.0,46.2,13.8,57.0,6.0,30.465,30.163,0.0
2018-01-03,35.9,17.0,-7.1,30.2,0.0,0.0,73.0,0.0,51.6,13.8,38.0,8.0,30.449,29.974,0.0
2018-01-04,35.9,23.0,0.7,30.1,0.0,0.0,73.0,0.0,50.8,15.6,42.0,12.0,30.331,29.929,0.0
2018-01-05,43.1,26.0,10.2,30.0,0.0,0.0,73.0,0.0,51.3,20.5,41.0,18.0,30.19,29.922,0.0
2018-01-06,41.3,41.0,18.7,29.9,0.0,0.0,73.0,0.0,50.7,27.3,68.0,27.0,29.997,29.719,0.0
2018-01-07,37.5,40.0,14.4,29.9,0.0,0.0,73.0,0.0,46.2,28.8,68.0,27.0,30.044,29.689,0.0
2018-01-08,46.9,19.0,4.9,29.8,0.0,0.0,73.0,0.0,56.0,28.8,40.0,8.0,29.991,29.7,0.0
2018-01-09,47.6,41.0,25.0,29.6,3.5,5.2,291.0,0.0,53.9,36.6,53.0,31.0,29.715,29.389,29.9
2018-01-10,39.5,54.0,23.3,29.4,6.0,8.7,283.0,0.03,56.0,27.3,83.0,38.0,29.704,29.247,19.6
2018-01-11,26.7,41.0,5.6,30.0,9.9,14.8,283.0,0.03,31.6,21.8,60.0,27.0,30.194,29.696,24.2
2018-01-12,32.5,51.0,15.8,30.1,10.6,15.4,283.0,0.03,41.9,21.8,76.0,30.0,30.308,29.91,25.3
2018-01-13,32.2,44.0,12.4,30.3,7.7,11.5,282.0,0.03,35.6,26.3,50.0,37.0,30.313,30.159,18.4
2018-01-14,38.0,30.0,7.3,30.2,7.1,10.8,283.0,0.03,50.1,23.5,60.0,15.0,30.348,30.008,24.2
2018-01-15,16.0,77.0,10.1,30.5,2.5,4.5,283.0,0.04,50.1,-1.2,87.0,54.0,30.822,30.081,13.8
2018-01-16,13.8,51.0,-3.6,30.7,1.0,1.9,283.0,0.05,39.1,-5.6,76.0,13.0,30.979,30.205,11.5
2018-01-17,35.7,20.0,-3.2,30.3,4.8,7.2,282.0,0.05,49.2,19.9,49.0,9.0,30.523,30.029,17.3
2018-01-18,36.8,17.0,-5.5,29.9,10.4,11.2,286.0,0.05,55.1,11.6,31.0,4.0,30.13,29.807,23.0
2018-01-19,48.1,24.0,12.9,29.6,6.2,9.0,282.0,0.05,56.7,39.9,31.0,6.0,29.867,29.441,17.3
2018-01-20,35.7,54.0,18.8,29.6,3.4,5.8,283.0,0.05,50.7,23.5,89.0,27.0,29.812,29.523,11.5
2018-01-21,18.7,79.0,13.2,30.0,4.3,6.8,283.0,0.05,23.5,16.1,89.0,56.0,30.167,29.669,16.1
2018-01-22,23.7,34.0,-1.4,30.2,11.5,17.0,283.0,0.07,31.0,17.3,56.0,21.0,30.248,30.111,23.0
2018-01-23,25.4,36.0,1.9,30.3,7.9,11.5,283.0,0.07,31.3,18.8,54.0,25.0,30.389,30.174,19.6
2018-01-24,35.6,25.0,2.7,30.2,12.0,17.2,283.0,0.07,42.3,26.9,34.0,17.0,30.317,30.015,31.1
2018-01-25,42.8,15.0,-3.2,29.7,7.1,10.3,282.0,0.07,52.2,32.4,52.0,9.0,30.043,29.479,20.7
2018-01-26,25.2,44.0,5.1,30.0,6.9,10.5,283.0,0.07,33.2,18.6,75.0,24.0,30.33,29.575,23.0
2018-01-27,27.5,32.0,1.1,30.3,12.4,19.2,283.0,0.07,36.0,21.0,41.0,19.0,30.378,30.175,24.2
2018-01-28,34.2,39.0,11.0,30.3,11.5,18.0,283.0,0.07,44.8,27.6,49.0,24.0,30.48,30.152,35.7
2018-01-29,40.4,33.0,11.8,30.3,8.1,12.2,282.0,0.07,50.8,33.2,53.0,15.0,30.368,30.098,18.4
2018-01-30,46.4,19.0,5.5,29.8,11.8,17.7,282.0,0.07,55.1,39.1,24.0,13.0,30.118,29.569,28.8
2018-01-31,39.2,35.0,11.0,29.7,13.4,19.5,282.0,0.07,48.2,18.9,84.0,21.0,29.998,29.555,34.5
2018-02-02,40.5,47.0,21.8,29.9,10.9,16.2,282.0,0.02,41.6,30.3,69.0,42.0,30.197,29.787,24.2
2018-02-03,39.3,46.0,19.5,29.7,11.9,18.3,284.0,0.02,46.1,33.5,79.0,27.0,29.821,29.614,31.1
2018-02-04,40.9,43.0,19.8,29.8,14.7,23.1,284.0,0.02,46.7,34.4,63.0,31.0,29.908,29.574,29.9
2018-02-05,33.8,62.0,21.0,29.8,8.1,12.5,282.0,0.06,42.1,21.1,85.0,28.0,30.002,29.513,28.8
2018-02-06,31.2,44.0,10.7,30.0,6.1,9.5,283.0,0.06,41.1,20.8,83.0,24.0,30.166,29.839,15.0
2018-02-07,35.8,38.0,12.4,30.1,11.6,16.8,282.0,0.06,46.0,28.2,49.0,26.0,30.219,30.058,26.5
2018-02-08,40.8,38.0,16.4,30.0,10.1,15.9,282.0,0.06,50.5,35.5,48.0,24.0,30.16,29.817,23.0
2018-02-09,34.6,49.0,14.6,29.8,11.6,17.0,282.0,0.06,50.5,10.7,82.0,16.0,29.994,29.524,31.1
2018-02-10,15.2,74.0,8.1,30.0,2.8,4.4,283.0,0.08,28.2,4.8,81.0,39.0,30.244,29.81,12.7
2018-02-11,21.8,40.0,0.1,30.1,6.6,9.9,283.0,0.09,34.3,4.3,70.0,25.0,30.262,29.969,20.7
2018-02-12,18.9,70.0,10.4,30.1,1.8,3.1,283.0,0.09,31.0,12.8,85.0,51.0,30.264,29.957,10.4
2018-02-13,32.2,61.0,19.2,30.2,7.3,10.7,282.0,0.18,41.8,18.3,89.0,38.0,30.292,30.022,19.6
2018-02-14,39.2,42.0,17.9,29.8,11.6,17.4,282.0,0.18,45.4,33.1,70.0,31.0,30.058,29.679,27.6
2018-02-15,29.7,52.0,13.7,29.9,6.2,9.5,283.0,0.18,37.6,13.8,82.0,34.0,30.33,29.608,15.0
2018-02-16,27.9,34.0,1.2,30.1,13.7,19.4,283.0,0.18,38.2,10.5,81.0,19.0,30.368,29.842,29.9
2018-02-17,34.2,25.0,1.3,29.9,14.2,21.3,282.0,0.18,44.2,25.3,38.0,16.0,30.015,29.607,38.0
2018-02-18,40.6,30.0,8.0,29.4,14.4,21.7,282.0,0.18,49.8,19.7,84.0,17.0,29.607,29.199,32.2
2018-02-19,8.5,74.0,1.9,29.7,4.4,7.0,283.0,0.18,19.7,-2.2,85.0,55.0,30.025,29.442,12.7
2018-02-20,5.4,63.0,-5.0,30.3,3.4,5.2,283.0,0.29,21.8,-9.3,76.0,30.0,30.557,30.024,16.1
2018-02-21,11.0,57.0,-2.8,30.4,2.3,3.9,283.0,0.33,28.2,-4.1,76.0,19.0,30.585,30.278,16.1
2018-02-22,13.7,67.0,3.6,30.2,3.3,5.1,283.0,0.33,34.9,-1.4,81.0,27.0,30.361,29.984,19.6
2018-02-23,18.8,71.0,10.4,30.1,2.1,3.5,283.0,0.34,28.1,6.9,85.0,34.0,30.322,29.959,9.2
2018-02-24,15.2,48.0,-1.8,30.0,12.7,18.7,283.0,0.34,20.3,6.5,83.0,31.0,30.081,29.883,29.9
2018-02-25,19.9,37.0,-2.9,30.1,10.9,15.9,283.0,0.34,26.9,12.6,55.0,23.0,30.219,30.003,26.5
2018-02-26,29.4,28.0,-0.6,30.0,9.1,13.3,282.0,0.34,40.9,16.9,45.0,16.0,30.172,29.843,24.2
2018-02-27,30.1,32.0,0.9,29.9,6.4,9.2,283.0,0.34,43.9,14.4,59.0,14.0,29.959,29.806,19.6
2018-02-28,29.6,50.0,12.0,29.9,4.6,6.9,283.0,0.34,40.3,18.6,77.0,22.0,30.056,29.766,17.3
2018-03-23,42.0,59.0,28.1,29.5,12.9,19.0,279.0,0.09,51.4,34.7,90.0,20.0,29.868,13.266,27.6
2018-03-24,40.9,41.0,16.1,28.4,3.1,5.0,282.0,0.09,55.1,25.1,75.0,14.0,29.971,23.684,16.1
2018-03-25,42.7,45.0,21.1,28.2,4.9,7.9,282.0,0.09,52.2,32.9,84.0,20.0,29.62,23.633,16.1
2018-03-26,34.4,71.0,24.0,28.9,3.9,6.2,283.0,0.1,45.5,25.3,92.0,22.0,30.015,23.724,17.3
