date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph)
2011-02-15,44.8,19.0,4.3,29.8,13.3,18.7,314.0,0.18,54.0,35.5,36.0,10.0,29.952,29.662,27.6
2011-02-16,44.6,22.0,6.6,29.5,14.9,21.0,320.0,0.18,49.6,40.6,37.0,14.0,29.725,29.349,29.9
2011-02-17,28.3,61.0,15.5,29.8,6.3,9.1,328.0,0.18,42.1,23.0,86.0,27.0,30.201,29.343,29.9
2011-02-18,30.3,55.0,13.4,30.2,5.6,8.3,344.0,0.18,44.1,14.8,83.0,16.0,30.293,30.025,24.2
2011-02-19,39.3,47.0,19.1,29.8,5.1,7.6,24.0,0.18,51.0,28.5,88.0,24.0,30.073,29.406,18.4
2011-02-20,28.1,45.0,8.7,29.6,16.4,23.1,340.0,0.18,32.5,23.8,92.0,28.0,29.762,29.402,32.2
2011-02-21,26.6,36.0,3.0,29.9,14.8,21.0,343.0,0.18,33.2,21.8,46.0,28.0,30.001,29.717,31.1
2011-02-22,31.6,24.0,-2.0,29.8,18.5,25.2,335.0,0.18,39.2,24.8,37.0,12.0,29.919,29.694,29.9
2011-02-23,30.9,39.0,7.9,29.8,10.4,15.2,336.0,0.18,41.1,23.9,79.0,16.0,29.97,29.713,31.1
2011-02-24,24.4,75.0,17.0,29.9,4.1,5.8,9.0,0.21,34.4,14.3,89.0,39.0,30.051,29.807,17.3
2011-02-25,18.3,85.0,14.5,29.9,0.6,1.2,103.0,0.21,26.1,13.1,88.0,83.0,30.05,29.678,6.9
2011-02-26,31.1,64.0,19.5,29.6,0.5,0.9,330.0,0.43,35.9,26.3,88.0,34.0,29.719,29.523,8.1
2011-02-27,33.5,33.0,7.0,29.6,9.7,14.6,343.0,0.48,39.5,27.3,53.0,21.0,29.867,29.434,29.9
2011-02-28,36.0,27.0,4.3,30.0,14.8,20.8,320.0,0.48,44.6,26.3,44.0,17.0,30.122,29.867,34.5
2011-03-28,31.4,68.0,20.3,29.8,4.9,7.3,277.0,0.0,37.2,26.6,90.0,30.0,30.078,29.688,20.7
2011-03-30,37.0,42.0,15.9,29.9,13.7,20.6,270.0,0.0,44.6,29.2,53.0,28.0,30.027,29.739,28.8
2011-03-31,45.6,45.0,24.7,29.7,16.3,25.4,280.0,0.01,53.5,39.1,65.0,27.0,29.768,29.591,42.6
2011-04-27,34.6,38.0,11.2,29.9,14.2,18.9,281.0,0.0,43.1,29.4,47.0,25.0,30.112,29.693,26.5
2011-04-28,44.2,24.0,7.9,29.9,12.2,16.7,272.0,0.0,55.8,33.1,50.0,9.0,30.087,29.669,29.9
2011-04-29,37.0,57.0,21.8,29.5,9.3,13.8,283.0,0.04,49.0,24.7,89.0,27.0,29.835,29.282,25.3
2011-04-30,29.7,34.0,4.5,30.0,10.0,14.5,282.0,0.04,38.4,22.1,54.0,20.0,30.175,29.835,25.3
2011-05-01,28.7,55.0,13.0,30.2,3.0,4.8,320.0,0.0,38.1,22.4,88.0,26.0,30.337,30.147,16.1
2011-05-02,29.8,58.0,15.4,30.4,4.7,7.3,289.0,0.05,43.8,12.4,85.0,28.0,30.546,30.217,20.7
2011-05-03,44.4,28.0,12.6,30.1,8.8,12.2,268.0,0.05,54.8,35.5,50.0,19.0,30.218,29.915,24.2
2011-05-04,42.9,41.0,19.4,30.0,9.2,13.1,277.0,0.05,51.4,33.6,80.0,18.0,30.233,29.773,24.2
2011-05-05,46.0,25.0,8.7,30.1,4.7,7.2,300.0,0.05,62.6,27.5,52.0,9.0,30.298,29.846,19.6
2011-05-06,56.0,20.0,14.6,29.6,10.1,15.2,282.0,0.05,66.6,35.8,44.0,2.0,30.022,29.295,31.1
2011-05-07,54.9,32.0,22.0,29.6,5.8,8.6,278.0,0.05,71.7,33.7,67.0,12.0,29.733,29.455,25.3
2011-05-08,55.7,26.0,14.6,29.4,6.9,9.6,272.0,0.05,72.0,33.1,65.0,8.0,29.677,29.188,23.0
2011-05-09,55.9,24.0,17.7,29.2,8.7,12.6,273.0,0.05,68.4,43.6,52.0,12.0,29.382,29.064,29.9
2011-05-10,48.5,31.0,16.7,29.5,8.0,11.5,291.0,0.05,60.7,38.5,54.0,12.0,29.634,29.334,23.0
2011-05-11,34.6,88.0,31.2,29.8,1.7,2.7,118.0,0.69,42.8,32.5,94.0,55.0,29.949,29.55,16.1
2011-05-12,39.7,68.0,29.1,30.0,4.3,6.8,311.0,0.9,48.0,32.5,92.0,44.0,30.16,29.867,13.8
2011-05-13,48.8,51.0,30.0,30.0,3.5,5.9,46.0,0.9,59.3,32.7,91.0,23.0,30.162,29.905,16.1
2011-05-14,33.3,86.0,29.6,30.2,2.6,3.9,66.0,0.9,38.6,27.5,92.0,71.0,30.224,30.03,10.4
2011-05-15,34.8,84.0,30.3,30.1,2.4,4.2,93.0,0.94,41.8,30.6,91.0,70.0,30.2,30.02,9.2
2011-05-16,46.1,68.0,35.6,29.8,3.5,5.3,68.0,0.94,62.7,33.7,87.0,38.0,30.057,29.557,15.0
2011-05-17,43.0,69.0,32.1,29.5,2.9,4.5,40.0,0.95,59.9,31.9,92.0,25.0,29.62,29.361,15.0
2011-05-18,36.0,89.0,33.1,29.6,1.7,2.6,34.0,1.7,40.8,32.5,93.0,79.0,29.691,29.45,10.4
2011-05-19,35.2,89.0,32.3,29.6,1.9,3.1,71.0,2.32,40.9,31.2,94.0,76.0,29.769,29.529,9.2
2011-05-20,39.8,69.0,29.4,29.7,5.9,8.5,275.0,2.4,51.3,30.0,94.0,36.0,29.806,29.661,20.7
2011-05-21,46.0,55.0,30.7,29.6,9.5,14.4,278.0,2.4,53.2,38.5,70.0,41.0,29.705,29.551,28.8
2011-05-22,54.8,37.0,28.4,29.6,8.8,13.0,285.0,2.4,65.3,46.5,48.0,23.0,29.667,29.441,27.6
2011-05-23,50.1,59.0,35.4,29.6,4.6,7.1,265.0,2.46,63.3,42.5,80.0,25.0,29.798,29.413,20.7
2011-05-24,42.9,73.0,34.0,29.7,4.3,6.4,283.0,2.55,51.1,32.1,91.0,44.0,29.789,29.525,20.7
2011-05-25,48.6,51.0,30.1,29.9,9.3,13.0,283.0,2.56,59.5,42.3,83.0,27.0,29.946,29.757,31.1
2011-05-26,51.3,51.0,28.5,29.7,5.4,7.8,272.0,2.56,68.4,33.2,92.0,16.0,30.037,29.293,25.3
2011-05-27,47.5,57.0,32.2,29.6,8.3,11.5,274.0,2.58,55.1,40.3,84.0,38.0,29.71,29.362,25.3
2011-05-28,45.0,78.0,38.3,29.6,3.7,5.5,69.0,2.62,49.1,39.6,90.0,64.0,29.708,29.398,15.0
2011-05-29,52.3,76.0,44.2,29.3,3.0,4.8,72.0,2.62,65.6,43.1,94.0,46.0,29.504,29.153,15.0
2011-05-30,46.6,50.0,26.7,29.5,11.5,17.2,287.0,2.63,54.4,38.2,93.0,17.0,29.91,29.219,32.2
2011-05-31,52.3,28.0,18.2,30.0,9.5,14.0,277.0,2.63,68.8,40.6,54.0,10.0,30.083,29.9,28.8
2011-06-01,55.6,39.0,26.6,29.9,2.4,4.1,266.0,0.0,76.1,35.5,71.0,12.0,30.059,29.627,11.5
2011-06-02,59.6,34.0,24.7,29.5,5.7,8.6,274.0,0.0,77.6,38.1,75.0,10.0,29.9,29.397,27.6
2011-06-03,53.8,34.0,24.8,29.7,3.3,6.0,174.0,0.0,63.5,41.2,70.0,15.0,30.024,29.488,15.0
2011-06-04,54.6,58.0,38.6,30.0,2.2,4.2,123.0,0.0,70.8,35.5,87.0,33.0,30.122,29.905,12.7
2011-06-05,60.8,42.0,29.4,29.9,6.1,8.9,276.0,0.0,78.1,38.3,91.0,11.0,30.067,29.727,23.0
2011-06-06,61.8,36.0,30.8,29.6,3.6,6.2,242.0,0.0,78.5,39.2,76.0,13.0,29.81,29.321,28.8
2011-06-07,62.1,17.0,15.2,29.5,11.2,15.4,259.0,0.0,71.6,46.4,31.0,9.0,29.731,29.334,25.3
2011-06-08,55.1,45.0,33.1,29.7,3.4,6.4,138.0,0.1,66.2,38.8,86.0,26.0,29.787,29.632,16.1
2011-06-09,51.8,80.0,45.6,29.7,7.0,9.4,59.0,0.2,62.1,44.1,93.0,55.0,29.951,29.624,23.0
2011-06-10,53.2,59.0,38.2,29.8,4.2,6.7,79.0,0.2,65.5,38.3,91.0,32.0,29.946,29.766,17.3
2011-06-11,55.2,52.0,33.6,29.7,3.2,5.2,329.0,0.2,74.9,35.2,91.0,12.0,29.873,29.573,16.1
2011-06-12,58.6,37.0,24.3,29.7,6.6,9.5,267.0,0.2,75.6,37.3,87.0,7.0,29.978,29.602,25.3
2011-06-13,57.2,35.0,27.0,29.7,4.0,6.2,288.0,0.2,74.0,37.6,77.0,11.0,29.831,29.621,20.7
2011-06-14,57.6,34.0,26.7,29.8,7.2,11.5,293.0,0.2,69.4,41.9,66.0,15.0,29.846,29.693,25.3
2011-06-15,58.1,36.0,26.8,29.7,5.0,7.7,286.0,0.2,77.8,34.9,80.0,11.0,29.905,29.531,28.8
2011-06-16,61.4,40.0,35.7,29.4,5.3,8.5,268.0,0.2,75.4,45.2,75.0,19.0,29.609,29.329,21.9
2011-06-17,53.1,58.0,37.4,29.7,8.1,11.5,266.0,0.41,61.6,43.3,89.0,35.0,29.865,29.407,25.3
2011-06-18,54.9,52.0,35.4,29.7,7.7,11.1,274.0,0.42,65.2,41.6,91.0,25.0,29.837,29.564,26.5
2011-06-19,52.1,69.0,41.0,29.5,3.7,5.8,333.0,0.85,66.3,44.2,91.0,27.0,29.641,29.36,28.8
2011-06-20,51.2,67.0,39.6,29.6,5.7,8.5,327.0,1.1,63.1,41.8,91.0,41.0,29.754,29.484,20.7
2011-06-21,57.1,42.0,32.5,29.8,6.6,10.6,311.0,1.1,68.3,45.8,69.0,25.0,29.888,29.69,20.7
2011-06-22,58.6,50.0,37.2,29.8,2.8,4.9,289.0,1.1,76.1,38.5,86.0,18.0,29.963,29.724,15.0
2011-06-23,59.1,54.0,39.9,29.7,2.4,3.9,311.0,1.12,77.6,40.5,89.0,20.0,29.847,29.596,18.4
2011-06-24,62.7,46.0,36.6,29.6,4.0,6.4,269.0,1.12,80.1,40.6,89.0,13.0,29.756,29.442,23.0
2011-06-25,64.0,36.0,30.3,29.6,5.1,7.6,274.0,1.12,79.9,41.5,88.0,10.0,29.669,29.474,21.9
2011-06-26,65.1,24.0,22.1,29.5,7.9,11.8,278.0,1.12,79.4,41.9,60.0,9.0,29.646,29.388,24.2
2011-06-27,57.3,56.0,41.2,29.8,2.7,4.9,138.0,1.13,66.8,45.7,83.0,36.0,29.933,29.639,10.4
2011-06-28,66.0,42.0,33.0,29.8,4.8,6.9,266.0,1.13,84.7,40.8,92.0,11.0,29.95,29.56,23.0
2011-06-29,65.6,39.0,37.1,29.6,5.7,8.4,259.0,1.15,84.7,48.0,78.0,15.0,29.84,29.45,39.1
2011-06-30,61.3,58.0,44.0,29.6,4.9,7.4,281.0,1.32,78.8,49.2,87.0,17.0,29.807,29.373,25.3
2011-07-14,64.9,61.0,48.8,29.6,3.1,5.0,261.0,0.0,78.8,51.3,92.0,23.0,29.822,29.539,18.4
2011-07-15,64.8,50.0,41.5,29.6,3.0,5.0,244.0,0.0,82.4,44.6,88.0,13.0,29.79,29.435,17.3
2011-07-16,63.8,60.0,47.2,29.7,2.2,3.6,277.0,0.08,83.6,47.1,90.0,19.0,29.849,29.611,15.0
2011-07-17,62.9,70.0,51.3,29.8,2.7,4.3,296.0,0.57,84.0,49.9,93.0,30.0,30.001,29.69,16.1
2011-07-18,65.0,69.0,52.7,29.9,3.7,5.8,283.0,0.72,82.8,48.9,95.0,30.0,30.033,29.728,21.9
2011-07-19,69.0,49.0,47.7,29.7,6.7,10.0,279.0,0.73,83.4,53.3,80.0,27.0,29.848,29.555,19.6
2011-07-20,69.8,39.0,42.6,29.6,8.6,12.7,280.0,0.73,83.8,54.3,65.0,19.0,29.745,29.515,20.7
2011-07-21,64.7,50.0,41.7,29.7,3.6,5.7,295.0,0.77,83.4,44.9,91.0,16.0,29.798,29.545,17.3
2011-07-22,66.6,39.0,34.1,29.6,5.1,7.5,267.0,0.77,83.8,43.8,88.0,12.0,29.803,29.513,21.9
2011-07-23,68.2,36.0,34.9,29.7,4.3,6.5,269.0,0.77,86.1,46.4,80.0,8.0,29.783,29.612,20.7
2011-07-24,68.1,51.0,46.0,29.8,3.1,5.0,83.0,0.77,85.2,49.2,92.0,13.0,29.912,29.742,17.3
2011-07-25,67.7,52.0,45.8,29.7,2.3,4.0,59.0,0.77,84.7,48.8,93.0,17.0,29.894,29.558,15.0
2011-07-26,67.8,46.0,44.9,29.5,6.0,9.0,280.0,0.79,78.5,56.2,84.0,27.0,29.655,29.442,17.3
2011-07-27,67.2,47.0,45.4,29.6,5.0,7.5,279.0,0.79,78.6,54.7,75.0,23.0,29.716,29.518,13.8
2011-07-28,61.9,59.0,45.8,29.8,3.0,4.9,285.0,1.18,76.0,47.7,91.0,28.0,29.991,29.702,13.8
2011-07-29,63.5,56.0,44.8,29.9,2.2,4.0,131.0,1.18,77.9,45.4,91.0,27.0,30.048,29.741,12.7
2011-07-30,66.6,41.0,37.3,29.9,2.8,4.6,106.0,1.18,85.7,44.8,85.0,15.0,29.968,29.735,16.1
2011-07-31,67.0,48.0,44.3,29.8,3.9,5.9,320.0,1.18,86.3,48.2,87.0,21.0,29.893,29.646,21.9
2011-08-01,70.6,43.0,46.9,29.7,8.4,12.1,276.0,0.0,81.1,61.5,59.0,28.0,29.78,29.61,20.7
2011-08-02,67.9,53.0,49.6,29.8,4.2,6.8,302.0,0.0,78.3,60.9,76.0,31.0,29.813,29.664,12.7
2011-08-03,64.6,64.0,51.1,29.7,2.7,4.4,54.0,0.01,79.0,51.3,93.0,31.0,29.867,29.638,17.3
2011-08-04,65.3,48.0,43.9,29.7,4.8,7.4,268.0,0.01,77.4,52.9,78.0,27.0,29.814,29.629,16.1
2011-08-05,67.4,37.0,36.8,29.7,6.5,9.7,286.0,0.01,80.7,51.6,74.0,16.0,29.784,29.598,21.9
2011-08-06,64.4,39.0,33.5,29.8,3.9,6.1,285.0,0.01,82.8,43.5,85.0,14.0,29.864,29.638,19.6
2011-08-07,65.5,31.0,27.1,29.7,4.8,7.5,286.0,0.01,84.5,41.3,82.0,9.0,29.818,29.565,23.0
2011-08-08,67.1,22.0,24.1,29.7,5.5,8.6,296.0,0.01,83.0,50.2,53.0,8.0,29.747,29.591,20.7
2011-08-09,64.5,41.0,32.9,29.7,4.3,6.7,320.0,0.01,84.3,41.1,84.0,10.0,29.775,29.529,18.4
2011-08-10,61.2,61.0,46.1,29.7,3.9,6.1,73.0,0.01,75.3,44.6,93.0,34.0,29.733,29.575,15.0
2011-08-11,63.2,35.0,28.9,29.7,4.3,6.6,282.0,0.01,83.2,39.9,79.0,10.0,29.822,29.56,21.9
2011-08-12,62.3,37.0,34.7,29.8,3.2,5.4,99.0,0.01,77.4,41.9,64.0,15.0,29.843,29.688,15.0
2011-08-13,63.0,48.0,40.0,29.8,3.6,5.7,82.0,0.01,80.1,40.5,83.0,13.0,29.967,29.75,19.6
2011-08-14,63.3,52.0,43.4,29.8,5.6,8.7,287.0,0.12,74.4,48.3,88.0,26.0,29.879,29.621,20.7
2011-08-15,69.8,36.0,40.1,29.6,7.8,11.7,275.0,0.12,81.4,58.1,52.0,20.0,29.699,29.518,17.3
2011-08-16,64.6,44.0,40.3,29.8,4.8,7.6,278.0,0.12,83.8,48.2,88.0,18.0,29.937,29.591,19.6
2011-08-17,64.9,44.0,36.5,29.9,3.4,5.4,284.0,0.12,87.6,42.9,91.0,10.0,30.016,29.736,21.9
2011-08-18,66.0,32.0,27.8,29.8,3.3,5.7,303.0,0.12,89.7,41.2,76.0,6.0,29.942,29.654,18.4
2011-08-19,65.3,36.0,36.0,29.7,4.8,7.1,294.0,0.13,76.1,52.8,73.0,21.0,29.767,29.493,18.4
2011-08-20,64.2,52.0,43.7,29.8,3.0,5.3,79.0,0.13,81.2,45.2,90.0,25.0,29.908,29.716,13.8
2011-08-21,64.3,57.0,45.5,29.8,4.4,6.7,276.0,0.24,84.0,48.9,92.0,19.0,29.916,29.687,18.4
2011-08-22,67.8,43.0,41.4,29.8,5.2,7.8,284.0,0.24,83.9,50.4,79.0,19.0,29.854,29.674,18.4
2011-08-23,71.1,30.0,34.2,29.7,5.2,8.0,293.0,0.24,87.6,51.1,65.0,12.0,29.795,29.61,16.1
2011-08-24,68.2,36.0,37.3,29.8,3.5,5.4,317.0,0.24,86.1,48.8,80.0,16.0,29.879,29.693,19.6
2011-08-25,66.0,48.0,42.5,29.8,4.7,6.8,287.0,0.35,85.6,46.2,85.0,18.0,29.88,29.67,17.3
2011-08-26,64.5,57.0,47.1,29.9,2.8,4.5,1.0,0.35,80.9,50.2,90.0,23.0,30.01,29.751,19.6
2011-08-27,63.7,57.0,45.7,29.9,2.9,4.6,271.0,0.35,83.0,47.3,92.0,22.0,30.017,29.736,15.0
2011-08-28,62.6,60.0,47.1,29.8,2.2,3.6,10.0,0.39,84.0,51.0,85.0,20.0,29.914,29.681,21.9
2011-08-29,62.1,62.0,46.6,29.7,5.0,7.7,282.0,0.45,78.5,51.1,94.0,25.0,29.853,29.578,20.7
2011-08-30,67.5,35.0,37.1,29.6,7.4,10.8,281.0,0.45,82.0,52.0,61.0,20.0,29.723,29.541,20.7
2011-08-31,69.7,33.0,36.6,29.6,8.2,11.9,265.0,0.45,84.9,55.1,77.0,14.0,29.726,29.405,34.5
2011-09-26,61.2,31.0,25.8,29.8,3.3,5.3,294.0,0.0,78.1,38.3,68.0,11.0,29.833,29.664,16.1
2011-09-27,57.2,40.0,29.8,29.9,2.0,3.7,294.0,0.0,76.5,37.2,84.0,14.0,30.075,29.824,11.5
2011-09-29,53.4,43.0,28.4,30.0,5.4,7.3,326.0,0.0,67.1,35.6,78.0,21.0,30.342,29.869,10.4
2011-09-30,52.2,50.0,28.3,30.1,3.1,5.0,281.0,0.0,78.5,29.5,92.0,12.0,30.327,29.894,16.1
2011-10-01,55.6,44.0,30.5,30.0,2.7,4.4,270.0,0.0,75.8,35.6,76.0,16.0,30.176,29.821,21.9
2011-10-02,58.0,41.0,32.8,29.9,2.8,4.4,291.0,0.0,73.6,42.8,68.0,18.0,30.023,29.822,12.7
2011-10-03,55.0,49.0,33.7,29.9,1.9,3.5,248.0,0.0,72.7,37.3,80.0,23.0,30.15,29.777,15.0
2011-10-04,54.1,52.0,34.4,29.8,4.1,6.2,260.0,0.0,70.8,37.3,76.0,24.0,29.921,29.531,21.9
2011-10-05,54.3,47.0,33.8,29.5,5.7,8.8,275.0,0.0,62.9,21.5,74.0,24.0,29.585,29.281,16.1
2011-10-06,44.4,50.0,25.4,29.4,8.1,12.0,279.0,0.01,62.6,35.0,83.0,24.0,29.6,29.12,29.9
2011-10-07,40.8,27.0,8.6,29.8,12.0,17.4,277.0,0.02,50.7,33.5,41.0,15.0,29.92,29.557,27.6
2011-10-08,34.1,76.0,26.1,30.0,1.0,1.9,286.0,0.22,38.6,30.1,91.0,32.0,30.226,29.762,11.5
2011-10-09,36.6,74.0,28.3,30.1,2.5,4.1,332.0,0.24,49.9,25.6,90.0,32.0,30.253,29.935,16.1
2011-10-10,42.8,49.0,22.8,29.9,7.5,10.8,279.0,0.24,56.6,29.8,91.0,26.0,30.014,29.747,24.2
2011-10-11,45.6,54.0,29.0,29.7,7.9,11.9,274.0,0.26,55.7,34.7,82.0,29.0,29.841,29.633,23.0
2011-10-12,48.1,30.0,15.6,29.9,9.5,14.6,275.0,0.27,58.1,40.3,76.0,13.0,30.033,29.744,21.9
2011-10-13,54.2,23.0,16.4,29.8,3.0,4.1,257.0,0.27,66.5,46.0,44.0,16.0,29.932,29.688,25.3
2011-10-14,55.4,31.0,24.2,29.8,0.0,0.0,274.0,0.27,68.7,44.3,45.0,18.0,29.872,29.685,0.0
2011-10-15,60.8,23.0,21.4,29.8,0.0,0.0,264.0,0.27,73.7,50.4,34.0,12.0,29.907,29.619,0.0
2011-10-16,55.8,36.0,26.3,29.7,0.0,0.0,319.0,0.27,70.9,35.0,77.0,15.0,29.946,29.584,0.0
2011-10-17,45.5,51.0,27.9,29.9,0.0,0.0,296.0,0.34,56.0,38.5,87.0,31.0,30.182,29.513,0.0
2011-10-18,40.2,42.0,17.1,30.2,0.0,0.0,340.0,0.34,52.8,27.8,76.0,20.0,30.359,30.054,0.0
2011-10-19,36.4,52.0,17.3,30.1,0.0,0.0,26.0,0.34,58.3,18.3,86.0,19.0,30.358,29.896,0.0
2011-10-20,50.7,27.0,16.8,29.9,0.0,0.0,282.0,0.34,63.5,30.4,62.0,15.0,30.016,29.715,0.0
2011-10-21,51.3,28.0,18.2,30.0,0.0,0.0,289.0,0.34,64.5,38.3,46.0,13.0,30.104,29.834,0.0
2011-10-22,49.7,35.0,21.5,30.0,0.0,0.0,292.0,0.34,61.0,38.5,63.0,17.0,30.085,29.887,0.0
2011-10-23,54.2,22.0,15.3,29.9,0.0,0.0,282.0,0.34,66.3,46.5,32.0,11.0,29.988,29.833,0.0
2011-10-24,54.1,20.0,13.2,29.8,0.0,0.0,283.0,0.34,65.8,40.5,35.0,10.0,29.966,29.618,0.0
2011-10-25,43.7,54.0,25.2,29.8,0.0,0.0,338.0,0.35,59.2,26.6,91.0,23.0,30.07,29.604,0.0
2011-10-26,22.4,86.0,18.8,30.3,2.9,4.1,76.0,0.35,26.6,14.6,91.0,77.0,30.383,30.008,10.4
2011-10-27,17.7,71.0,9.4,30.4,1.4,2.3,1.0,0.88,39.8,-1.2,85.0,35.0,30.537,30.252,8.1
2011-10-28,32.8,42.0,9.8,30.3,6.8,10.1,273.0,0.89,44.8,14.4,85.0,23.0,30.409,30.076,17.3
2011-10-29,41.2,29.0,10.5,29.9,13.4,19.3,267.0,0.89,48.3,36.9,40.0,17.0,30.061,29.786,35.7
2011-10-30,44.6,35.0,18.2,30.0,9.7,13.5,267.0,0.89,53.2,36.6,48.0,26.0,30.094,29.981,25.3
2011-10-31,49.4,30.0,19.0,29.9,9.1,13.4,273.0,0.89,55.9,42.5,47.0,24.0,30.005,29.759,19.6
2011-11-01,34.0,73.0,25.4,29.9,4.8,7.2,73.0,0.0,45.4,21.1,90.0,38.0,30.225,29.766,15.0
2011-11-02,21.4,86.0,18.0,30.5,1.9,3.4,93.0,0.2,29.5,15.6,89.0,81.0,30.61,30.197,8.1
2011-11-03,20.9,71.0,9.8,30.5,1.8,3.0,303.0,0.2,53.6,2.6,86.0,11.0,30.678,29.585,16.1
2011-11-05,33.5,55.0,17.6,29.4,7.8,11.9,279.0,0.2,51.0,22.2,81.0,29.0,29.603,29.21,34.5
2011-11-06,26.7,46.0,8.4,29.9,10.9,14.9,272.0,0.2,34.0,17.2,64.0,33.0,30.195,29.49,28.8
2011-11-07,24.6,69.0,15.3,30.2,2.2,3.5,73.0,0.2,39.1,14.8,84.0,34.0,30.272,30.034,12.7
2011-11-08,25.4,54.0,9.1,30.3,3.8,5.8,279.0,0.2,39.3,11.6,85.0,24.0,30.456,30.041,17.3
2011-11-09,30.5,31.0,0.9,30.4,5.7,9.1,298.0,0.2,43.3,14.8,62.0,14.0,30.521,30.325,17.3
2011-11-10,39.4,14.0,-6.4,30.2,12.7,18.7,277.0,0.2,47.3,32.2,19.0,9.0,30.353,29.889,34.5
2011-11-11,43.4,11.0,-8.6,29.8,12.7,17.6,272.0,0.2,54.1,36.2,20.0,6.0,29.94,29.497,27.6
2011-11-12,37.4,48.0,17.1,29.4,18.3,26.3,276.0,0.2,43.3,30.0,89.0,16.0,29.581,29.195,48.3
2011-11-13,35.5,58.0,21.6,29.5,13.4,19.7,272.0,0.2,41.3,28.8,89.0,41.0,29.665,29.195,47.2
2011-11-14,34.8,36.0,10.0,29.7,0.7,1.0,278.0,0.2,41.3,30.1,63.0,23.0,29.772,29.589,20.7
2011-11-15,32.8,40.0,11.0,29.8,0.0,0.0,283.0,0.2,36.2,28.4,61.0,27.0,29.984,29.599,0.0
2011-11-16,27.7,23.0,-6.1,30.2,0.0,0.0,269.0,0.2,33.7,22.0,40.0,11.0,30.359,29.984,0.0
2011-11-17,38.0,24.0,4.5,29.9,11.0,16.0,277.0,0.2,45.2,27.9,28.0,17.0,30.22,29.628,34.5
2011-11-18,42.5,28.0,11.3,29.5,11.6,16.6,273.0,0.2,50.5,36.3,37.0,19.0,29.669,29.27,31.1
2011-11-19,29.0,73.0,20.5,29.7,5.8,8.6,274.0,0.24,42.8,23.5,88.0,27.0,30.054,29.23,24.2
2011-11-20,33.2,58.0,18.7,30.0,7.5,10.5,273.0,0.3,44.2,18.2,86.0,37.0,30.06,29.908,20.7
2011-11-21,38.5,47.0,19.6,29.9,7.3,10.6,271.0,0.3,45.7,29.3,79.0,31.0,30.051,29.823,23.0
2011-11-22,37.8,43.0,16.9,30.1,10.6,15.2,260.0,0.3,44.1,29.4,64.0,33.0,30.201,29.981,29.9
2011-11-23,42.0,28.0,10.1,30.1,1.1,1.6,274.0,0.3,55.4,29.7,45.0,14.0,30.204,29.956,15.0
2011-11-24,47.9,18.0,6.0,29.8,0.0,0.0,274.0,0.3,56.0,30.0,43.0,11.0,29.973,29.591,0.0
2011-11-25,36.9,42.0,14.3,29.8,8.3,12.5,283.0,0.3,46.2,23.2,87.0,24.0,30.117,29.56,29.9
2011-11-26,24.5,36.0,-0.2,30.5,7.5,11.0,290.0,0.3,34.1,16.6,73.0,19.0,30.678,30.117,19.6
2011-11-27,45.4,21.0,6.9,30.2,11.3,16.9,287.0,0.3,56.5,32.2,32.0,15.0,30.492,29.923,26.5
2011-11-28,45.9,23.0,7.6,30.1,9.9,14.1,261.0,0.3,56.5,30.0,59.0,12.0,30.27,29.898,25.3
2011-11-29,37.9,41.0,13.2,30.2,7.9,11.4,278.0,0.3,51.9,20.5,79.0,18.0,30.357,29.904,20.7
2011-11-30,40.9,30.0,9.5,29.8,8.4,11.9,270.0,0.3,49.6,27.1,86.0,16.0,29.998,29.604,20.7
2011-12-22,11.1,80.0,6.2,30.5,2.1,3.2,299.0,0.09,23.2,-7.2,86.0,72.0,30.76,30.082,11.5
2011-12-23,13.1,73.0,5.6,30.7,0.6,1.1,253.0,0.17,38.8,-9.1,83.0,41.0,30.955,30.539,6.9
2011-12-24,18.0,59.0,3.9,30.7,0.9,1.8,180.0,0.18,43.3,0.9,83.0,17.0,30.881,30.509,8.1
2011-12-25,21.1,63.0,8.7,30.6,0.4,0.9,183.0,0.18,53.9,4.3,82.0,20.0,30.886,30.175,4.6
2011-12-26,37.4,27.0,5.6,30.0,12.1,17.8,194.0,0.18,41.9,19.1,69.0,18.0,30.175,29.807,33.4
2011-12-27,35.8,26.0,3.4,30.0,12.1,17.3,234.0,0.18,45.4,28.8,42.0,16.0,30.078,29.858,32.2
2011-12-28,38.7,36.0,13.9,29.9,17.5,25.9,230.0,0.18,45.7,30.1,47.0,23.0,30.035,29.811,38.0
2011-12-29,39.5,45.0,18.7,29.8,17.2,25.6,246.0,0.19,45.7,34.1,84.0,24.0,29.977,29.53,33.4
2011-12-30,41.8,33.0,14.6,29.8,14.4,21.6,236.0,0.19,51.1,34.9,42.0,20.0,29.909,29.616,33.4
2011-12-31,29.6,35.0,3.8,29.9,12.6,19.3,239.0,0.19,44.5,22.1,81.0,14.0,30.459,29.376,29.9
2012-01-01,32.4,26.0,-1.1,30.5,10.8,15.3,234.0,0.0,44.2,22.7,56.0,10.0,30.642,30.322,28.8
